,team,position,height,age,appearance,goals,assists,yellow cards,red cards,goals conceded,minutes played,days_injured,award,current_value
5295,Stoke City,midfield-CentralMidfield,182.0,28.0,83,0.286720322,0.150905433,0.165995976,0.0,0.0,5964,14,5,3000000
5296,Stoke City,midfield-CentralMidfield,176.0,28.0,49,0.0,0.065885798,0.461200586,0.0,0.0,2732,23,4,2200000
5297,Stoke City,midfield-CentralMidfield,183.0,23.0,58,0.067873303,0.135746606,0.067873303,0.0,0.0,3978,345,0,3500000
5299,Stoke City,midfield-CentralMidfield,180.0,26.0,62,0.0,0.024523161,0.294277929,0.0,0.0,3670,0,1,900000
5300,Stoke City,midfield-CentralMidfield,178.0,32.0,45,0.111893908,0.149191877,0.223787816,0.0,0.0,2413,31,0,400000
5301,Stoke City,midfield-AttackingMidfield,181.0,26.0,62,0.171802563,0.171802563,0.171802563,0.0,0.0,3667,123,0,2500000
5302,Stoke City,midfield-AttackingMidfield,183.0,29.0,48,0.380476556,0.069177556,0.172943889,0.0,0.0,2602,138,6,900000
5304,Stoke City,Attack Centre-Forward,185.0,23.0,77,0.314685315,0.188811189,0.125874126,0.0,0.0,4290,313,0,3000000
5305,Stoke City,Attack Centre-Forward,174.0,33.0,46,0.105304212,0.17550702,0.140405616,0.0,0.0,2564,351,1,600000
5317,Queens Park Rangers,midfield-DefensiveMidfield,179.0,26.0,54,0.221130221,0.0,0.368550369,0.0,0.0,2442,243,0,500000
5319,Queens Park Rangers,midfield-CentralMidfield,183.0,19.0,56,0.065470417,0.021823472,0.327352085,0.0,0.0,4124,0,0,5000000
5320,Queens Park Rangers,midfield-CentralMidfield,178.0,24.0,71,0.0,0.046923879,0.258081335,0.0,0.0,3836,298,1,1200000
5321,Queens Park Rangers,midfield-CentralMidfield,182.0,32.0,67,0.057754011,0.211764706,0.288770053,0.0,0.0,4675,103,8,800000
5322,Queens Park Rangers,midfield-CentralMidfield,180.0,22.0,27,0.126760563,0.0,0.38028169,0.0,0.0,710,49,1,400000
5323,Queens Park Rangers,midfield-CentralMidfield,181.2403529,22.0,16,0.430107527,0.0,0.107526882,0.0,0.0,837,0,2,300000
5325,Queens Park Rangers,Attack-LeftWinger,178.0,25.0,67,0.245798319,0.245798319,0.018907563,0.0,0.0,4760,0,0,2800000
5326,Queens Park Rangers,Attack-RightWinger,183.0,28.0,66,0.317409426,0.173132414,0.230843219,0.0,0.0,3119,0,2,1500000
5327,Queens Park Rangers,Attack-RightWinger,185.0,35.0,78,0.09130104,0.09130104,0.1141263,0.0,0.0,3943,0,0,250000
5328,Queens Park Rangers,Attack Centre-Forward,180.0,24.0,47,0.223602484,0.037267081,0.298136646,0.0,0.0,2415,97,1,3000000
5329,Queens Park Rangers,Attack Centre-Forward,188.0,27.0,77,0.263838593,0.093119503,0.077599586,0.0,0.0,5799,41,0,3000000
5330,Queens Park Rangers,Attack Centre-Forward,182.0,19.0,35,0.280592362,0.07014809,0.350740452,0.0,0.0,1283,97,0,900000
5331,Queens Park Rangers,Attack Centre-Forward,184.0,34.0,81,0.272678667,0.096239529,0.112279451,0.0,0.0,5611,66,2,300000
5345,Birmingham City,midfield-DefensiveMidfield,181.2403529,20.0,32,0.0,0.0,0.175097276,0.0,0.0,2056,0,0,500000
5346,Birmingham City,midfield-CentralMidfield,178.0,25.0,75,0.096051227,0.230522946,0.326574173,0.0,0.0,4685,50,2,5000000
5347,Birmingham City,midfield-CentralMidfield,190.0,18.0,70,0.078034682,0.052023121,0.260115607,0.026011561,0.0,3460,0,0,3000000
5348,Birmingham City,midfield-CentralMidfield,181.2403529,18.0,53,0.243737305,0.121868653,0.09140149,0.0,0.0,2954,0,0,2800000
5349,Birmingham City,midfield-CentralMidfield,186.0,30.0,47,0.190389846,0.027198549,0.244786945,0.054397099,0.0,3309,482,0,600000
5350,Birmingham City,midfield-AttackingMidfield,177.0,20.0,56,0.054054054,0.27027027,0.486486486,0.0,0.0,3330,2,0,8000000
5351,Birmingham City,midfield-AttackingMidfield,178.0,17.0,51,0.167973124,0.033594625,0.134378499,0.0,0.0,2679,0,0,5000000
5352,Birmingham City,midfield-AttackingMidfield,175.0,21.0,60,0.299600533,0.17976032,0.059920107,0.0,0.0,3004,241,2,1400000
5353,Birmingham City,Attack-RightWinger,185.0,23.0,63,0.115433946,0.173150919,0.153911928,0.0,0.0,4678,412,1,3200000
5354,Birmingham City,Attack-RightWinger,182.0,28.0,58,0.0,0.154860912,0.025810152,0.0,0.0,3487,0,1,350000
5356,Birmingham City,Attack Centre-Forward,184.0,34.0,58,0.278873239,0.101408451,0.126760563,0.0,0.0,3550,310,0,400000
5357,Birmingham City,Attack Centre-Forward,185.0,34.0,83,0.188284519,0.070606695,0.117677824,0.0,0.0,3824,26,1,450000
5371,Cardiff City,midfield-CentralMidfield,175.0,26.0,62,0.0,0.085734699,0.171469397,0.0,0.0,4199,231,0,2200000
5372,Cardiff City,midfield-CentralMidfield,178.0,29.0,72,0.037105751,0.148423006,0.25974026,0.0,0.0,4851,125,1,1800000
5373,Cardiff City,midfield-CentralMidfield,178.0,27.0,41,0.078648412,0.026216137,0.393242062,0.026216137,0.0,3433,6,1,200000
5374,Cardiff City,midfield-LeftMidfield,180.0,28.0,61,0.0805189,0.060389175,0.161037799,0.0,0.0,4471,153,0,2500000
5375,Cardiff City,midfield-AttackingMidfield,189.0,21.0,60,0.21978022,0.073260073,0.073260073,0.0,0.0,2457,0,0,1200000
5376,Cardiff City,midfield-AttackingMidfield,175.0,31.0,68,0.127810651,0.085207101,0.085207101,0.0,0.0,4225,0,0,1000000
5377,Cardiff City,Attack-LeftWinger,181.0,21.0,60,0.355630821,0.101608806,0.050804403,0.0,0.0,3543,0,0,2800000
5378,Cardiff City,Attack-RightWinger,179.0,25.0,60,0.080862534,0.053908356,0.080862534,0.0,0.0,3339,185,1,1800000
5379,Cardiff City,Attack-RightWinger,170.0,27.0,55,0.061919505,0.340557276,0.092879257,0.0,0.0,2907,0,4,500000
5380,Cardiff City,Attack-SecondStriker,175.0,21.0,42,0.21454112,0.16090584,0.05363528,0.0,0.0,1678,0,0,800000
5381,Cardiff City,Attack Centre-Forward,178.0,28.0,73,0.314979001,0.335977601,0.0629958,0.0209986,0.0,4286,251,0,3800000
5382,Cardiff City,Attack Centre-Forward,190.0,27.0,73,0.455311973,0.17074199,0.113827993,0.018971332,0.0,4744,27,1,2800000
5383,Cardiff City,Attack Centre-Forward,182.0,24.0,75,0.177614886,0.025373555,0.304482661,0.0,0.0,3547,0,0,800000
5397,Millwall FC,midfield-DefensiveMidfield,184.0,28.0,38,0.060040027,0.060040027,0.18012008,0.0,0.0,1499,25,1,350000
5398,Millwall FC,midfield-CentralMidfield,167.0,23.0,76,0.079379079,0.063503263,0.158758158,0.0,0.0,5669,127,0,3500000
5400,Millwall FC,midfield-CentralMidfield,168.0,23.0,56,0.0,0.0,0.166051661,0.0,0.0,2710,37,1,2000000
5401,Millwall FC,midfield-CentralMidfield,185.0,31.0,39,0.0,0.158102767,0.118577075,0.0,0.0,2277,127,0,300000
5403,Millwall FC,midfield-AttackingMidfield,173.0,28.0,76,0.100185529,0.133580705,0.217068646,0.0,0.0,5390,0,1,1200000
5404,Millwall FC,Attack-LeftWinger,178.0,26.0,53,0.127358491,0.04245283,0.297169811,0.0,0.0,2120,83,1,700000
5405,Millwall FC,Attack-LeftWinger,180.0,19.0,11,1.084337349,0.542168675,1.084337349,0.0,0.0,332,0,2,250000
5407,Millwall FC,Attack Centre-Forward,188.0,26.0,54,0.248962656,0.165975104,0.041493776,0.0,0.0,2169,122,2,2500000
5408,Millwall FC,Attack Centre-Forward,177.0,31.0,88,0.217099973,0.192977754,0.096488877,0.0,0.0,3731,252,2,800000
5409,Millwall FC,Attack Centre-Forward,178.0,30.0,71,0.468262227,0.112382934,0.131113424,0.0,0.0,4805,18,0,900000
5410,Millwall FC,Attack Centre-Forward,187.0,22.0,51,0.25,0.083333333,0.291666667,0.0,0.0,2160,0,0,900000
5423,Reading FC,midfield-DefensiveMidfield,188.0,26.0,64,0.059405941,0.01980198,0.415841584,0.01980198,0.0,4545,47,3,2500000
5424,Reading FC,midfield-DefensiveMidfield,177.0,20.0,13,0.0,0.0,0.262773723,0.0,0.0,685,150,0,250000
5425,Reading FC,midfield-DefensiveMidfield,182.0,33.0,43,0.025721635,0.077164904,0.360102887,0.0,0.0,3499,74,2,250000
5426,Reading FC,midfield-CentralMidfield,185.0,20.0,68,0.390787238,0.101944497,0.152916745,0.0,0.0,5297,0,3,12000000
5427,Reading FC,midfield-CentralMidfield,185.0,31.0,61,0.090762404,0.018152481,0.072609923,0.0,0.0,4958,177,0,1500000
5428,Reading FC,midfield-CentralMidfield,185.0,23.0,69,0.057915058,0.057915058,0.096525097,0.0,0.0,4662,0,0,800000
5429,Reading FC,midfield-LeftMidfield,188.0,25.0,34,0.075981427,0.037990713,0.075981427,0.0,0.0,2369,184,1,2000000
5430,Reading FC,midfield-AttackingMidfield,174.0,19.0,34,0.169172932,0.084586466,0.126879699,0.0,0.0,2128,0,0,200000
5431,Reading FC,Attack-LeftWinger,185.0,27.0,43,0.179640719,0.179640719,0.179640719,0.0,0.0,2004,262,1,1500000
5432,Reading FC,Attack-LeftWinger,174.0,32.0,62,0.082512033,0.041256017,0.12376805,0.0,0.0,4363,146,0,400000
5433,Reading FC,Attack-RightWinger,178.0,31.0,69,0.265927978,0.132963989,0.182825485,0.0,0.0,5415,16,0,1500000
5434,Reading FC,Attack-RightWinger,181.0,21.0,35,0.136363636,0.136363636,0.0,0.0,0.0,1320,154,0,350000
5437,Reading FC,Attack Centre-Forward,180.0,36.0,51,0.166821131,0.083410565,0.083410565,0.0,0.0,2158,275,2,250000
5452,Blackpool FC,midfield-DefensiveMidfield,181.0,30.0,37,0.107313196,0.0,0.393481717,0.0,0.0,2516,554,3,500000
5453,Blackpool FC,midfield-DefensiveMidfield,182.0,29.0,12,0.0,0.205245154,0.205245154,0.0,0.0,877,49,1,300000
5454,Blackpool FC,midfield-DefensiveMidfield,175.0,34.0,19,0.0,0.065837601,0.329188003,0.0,0.0,1367,83,1,200000
5455,Blackpool FC,midfield-CentralMidfield,182.0,19.0,58,0.106862978,0.106862978,0.277843743,0.0,0.0,4211,41,0,12000000
5456,Blackpool FC,midfield-CentralMidfield,178.0,21.0,58,0.142405063,0.142405063,0.183092224,0.0,0.0,4424,0,0,1800000
5457,Blackpool FC,midfield-CentralMidfield,184.0,22.0,53,0.111145415,0.027786354,0.083359061,0.027786354,0.0,3239,0,0,900000
5458,Blackpool FC,Attack-LeftWinger,187.0,20.0,39,0.107913669,0.053956835,0.107913669,0.0,0.0,1668,0,1,1800000
5459,Blackpool FC,Attack-LeftWinger,185.0,28.0,69,0.097113569,0.194227138,0.048556784,0.0,0.0,3707,0,0,500000
5460,Blackpool FC,Attack-LeftWinger,175.0,28.0,44,0.173021467,0.201858379,0.201858379,0.0,0.0,3121,495,1,300000
5461,Blackpool FC,Attack-LeftWinger,177.0,25.0,27,0.082041933,0.164083865,0.738377393,0.0,0.0,1097,40,0,100000
5462,Blackpool FC,Attack-RightWinger,184.0,24.0,78,0.211515864,0.08813161,0.105757932,0.0,0.0,5106,0,1,1800000
5463,Blackpool FC,Attack-RightWinger,167.0,23.0,36,0.228281547,0.228281547,0.285351934,0.0,0.0,1577,183,3,900000
5464,Blackpool FC,Attack Centre-Forward,175.0,26.0,85,0.370171674,0.144849785,0.144849785,0.0,0.0,5592,0,1,4000000
5465,Blackpool FC,Attack Centre-Forward,180.0,24.0,70,0.306469921,0.07661748,0.1276958,0.02553916,0.0,3524,45,6,800000
5467,Blackpool FC,Attack Centre-Forward,185.0,26.0,38,0.438871473,0.094043887,0.12539185,0.0,0.0,2871,0,1,250000
5481,Bristol City,midfield-CentralMidfield,185.0,26.0,61,0.051457976,0.102915952,0.38593482,0.0,0.0,3498,398,2,1200000
5483,Bristol City,midfield-CentralMidfield,184.0,34.0,46,0.036363636,0.145454545,0.109090909,0.0,0.0,2475,111,3,200000
5484,Bristol City,midfield-CentralMidfield,181.2403529,19.0,12,0.0,0.0,0.131964809,0.0,0.0,682,0,0,200000
5486,Bristol City,midfield-AttackingMidfield,180.0,22.0,83,0.294004612,0.1556495,0.121060723,0.0,0.0,5204,0,0,1200000
5488,Bristol City,Attack Centre-Forward,185.0,20.0,44,0.495640202,0.206516751,0.04130335,0.0,0.0,2179,0,0,2200000
5489,Bristol City,Attack Centre-Forward,170.0,32.0,86,0.274151436,0.195822454,0.156657963,0.0,0.0,4596,110,0,700000
5490,Bristol City,Attack Centre-Forward,180.0,28.0,83,0.3311106,0.227638538,0.124166475,0.0,0.0,4349,12,1,1200000
5491,Bristol City,Attack Centre-Forward,181.2403529,21.0,39,0.331404524,0.14203051,0.047343503,0.0,0.0,1901,0,0,900000
5509,Huddersfield Town,midfield-CentralMidfield,177.0,22.0,49,0.0,0.033088235,0.099264706,0.0,0.0,2720,0,0,900000
5510,Huddersfield Town,midfield-CentralMidfield,180.0,23.0,62,0.0,0.069659443,0.464396285,0.0,0.0,3876,0,0,900000
5511,Huddersfield Town,midfield-CentralMidfield,176.0,34.0,67,0.032942899,0.032942899,0.214128843,0.0,0.0,5464,177,0,250000
5512,Huddersfield Town,midfield-CentralMidfield,174.0,19.0,34,0.054446461,0.217785844,0.326678766,0.0,0.0,1653,79,0,300000
5513,Huddersfield Town,midfield-AttackingMidfield,186.0,21.0,26,0.393442623,0.098360656,0.098360656,0.0,0.0,915,73,2,1000000
5514,Huddersfield Town,midfield-AttackingMidfield,173.0,28.0,74,0.156589822,0.039147455,0.274032188,0.0,0.0,4598,19,0,1800000
5516,Huddersfield Town,Attack-RightWinger,172.0,31.0,23,0.092118731,0.184237462,0.276356192,0.0,0.0,977,372,3,900000
5517,Huddersfield Town,Attack-RightWinger,173.0,23.0,56,0.296160878,0.164533821,0.032906764,0.0,0.0,2735,0,0,500000
5518,Huddersfield Town,Attack-RightWinger,175.0,26.0,21,0.0,0.0,0.271903323,0.0,0.0,662,0,0,300000
5519,Huddersfield Town,Attack Centre-Forward,178.0,24.0,82,0.285649513,0.142824756,0.163228293,0.0,0.0,4411,0,0,1200000
5520,Huddersfield Town,Attack Centre-Forward,180.0,32.0,83,0.297443034,0.109584276,0.04696469,0.0,0.0,5749,299,0,700000
5521,Huddersfield Town,Attack Centre-Forward,189.0,28.0,45,0.352595495,0.044074437,0.088148874,0.0,0.0,2042,183,0,400000
5522,Huddersfield Town,Attack Centre-Forward,185.0,33.0,63,0.350058343,0.105017503,0.105017503,0.0,0.0,2571,0,3,300000
5523,Huddersfield Town,Attack Centre-Forward,187.0,23.0,70,0.30471584,0.065296252,0.0,0.0,0.0,4135,0,0,300000
5524,Huddersfield Town,Attack Centre-Forward,186.0,21.0,40,0.371482176,0.101313321,0.067542214,0.0,0.0,2665,293,0,250000
5525,Huddersfield Town,Attack Centre-Forward,177.0,33.0,55,0.11994669,0.11994669,0.11994669,0.0,0.0,2251,190,4,250000
5540,Rotherham United,midfield-DefensiveMidfield,177.0,23.0,60,0.062485536,0.062485536,0.229113631,0.0,0.0,4321,0,1,1800000
5543,Rotherham United,midfield-CentralMidfield,173.0,23.0,40,0.078125,0.0,0.3125,0.0390625,0.0,2304,184,2,1800000
5545,Rotherham United,midfield-CentralMidfield,183.0,27.0,74,0.06837174,0.02279058,0.159534059,0.0,0.0,3949,31,2,700000
5546,Rotherham United,midfield-LeftMidfield,175.0,31.0,73,0.090566038,0.226415094,0.113207547,0.0,0.0,3975,0,1,300000
5547,Rotherham United,Attack-LeftWinger,180.0,27.0,42,0.032119914,0.096359743,0.128479657,0.0,0.0,2802,0,0,1800000
5549,Rotherham United,Attack Centre-Forward,183.0,30.0,67,0.240407965,0.065565809,0.262263235,0.0,0.0,4118,394,1,700000
5550,Rotherham United,Attack Centre-Forward,178.0,31.0,75,0.333915321,0.058926233,0.117852466,0.0,0.0,4582,119,0,500000
5552,Rotherham United,Attack Centre-Forward,187.0,26.0,38,0.574875798,0.063875089,0.191625266,0.0,0.0,1409,0,7,350000
5565,Wigan Athletic,midfield-DefensiveMidfield,184.0,24.0,77,0.063750664,0.031875332,0.207189658,0.015937666,0.0,5647,0,1,1000000
5568,Wigan Athletic,midfield-CentralMidfield,180.0,20.0,37,0.134128167,0.067064083,0.368852459,0.0,0.0,2684,0,0,600000
5569,Wigan Athletic,midfield-CentralMidfield,186.0,29.0,30,0.0,0.0,0.172166428,0.0,0.0,2091,305,1,300000
5570,Wigan Athletic,midfield-CentralMidfield,173.0,22.0,18,0.0,0.0,0.281030445,0.0,0.0,1281,0,1,150000
5572,Wigan Athletic,midfield-AttackingMidfield,170.0,21.0,58,0.221857025,0.110928513,0.036976171,0.0,0.0,2434,0,1,700000
5573,Wigan Athletic,Attack-LeftWinger,173.0,24.0,52,0.435718128,0.217859064,0.024206563,0.0,0.0,3718,0,0,250000
5574,Wigan Athletic,Attack-RightWinger,185.0,26.0,76,0.184300341,0.184300341,0.061433447,0.0,0.0,4395,39,5,1000000
5577,Wigan Athletic,Attack Centre-Forward,185.0,27.0,34,0.226272784,0.056568196,0.0,0.0,0.0,1591,132,3,800000
5578,Wigan Athletic,Attack Centre-Forward,188.0,30.0,35,0.271551724,0.155172414,0.232758621,0.0,0.0,2320,214,2,300000
5579,Wigan Athletic,Attack Centre-Forward,188.0,32.0,75,0.133564185,0.044521395,0.17808558,0.0,0.0,4043,78,3,300000
5592,Middlesbrough FC,midfield-CentralMidfield,177.0,28.0,67,0.08372093,0.08372093,0.125581395,0.020930233,0.0,4300,0,0,3500000
5594,Middlesbrough FC,midfield-CentralMidfield,178.0,20.0,80,0.061276596,0.13787234,0.398297872,0.0,0.0,5875,0,0,2500000
5596,Middlesbrough FC,midfield-LeftMidfield,178.0,24.0,73,0.175029172,0.087514586,0.192532089,0.0,0.0,5142,0,2,4000000
5597,Middlesbrough FC,midfield-AttackingMidfield,181.0,20.0,55,0.393873085,0.253204126,0.084401375,0.0,0.0,3199,0,0,5000000
5600,Middlesbrough FC,Attack-SecondStriker,181.0,22.0,14,0.326876513,0.326876513,0.0,0.0,0.0,826,0,0,200000
5601,Middlesbrough FC,Attack Centre-Forward,175.0,21.0,63,0.673750302,0.239072688,0.065201642,0.0,0.0,4141,0,1,12000000
5603,Middlesbrough FC,Attack Centre-Forward,185.0,22.0,45,0.405927835,0.0,0.115979381,0.0,0.0,1552,8,3,5000000
5604,Middlesbrough FC,Attack Centre-Forward,182.0,23.0,65,0.479623824,0.225705329,0.169278997,0.0,0.0,3190,327,1,3500000
5618,Coventry City,midfield-CentralMidfield,180.0,28.0,83,0.121355132,0.060677566,0.045508175,0.0,0.0,5933,0,1,1200000
5619,Coventry City,midfield-CentralMidfield,181.0,23.0,45,0.030498136,0.060996272,0.274483226,0.0,0.0,2951,0,1,2000000
5620,Coventry City,midfield-CentralMidfield,187.0,33.0,30,0.0,0.057729314,0.173187941,0.0,0.0,1559,30,2,600000
5621,Coventry City,midfield-RightMidfield,188.0,22.0,32,0.0,0.0,0.132841328,0.0,0.0,1355,0,1,350000
5622,Coventry City,midfield-AttackingMidfield,173.0,25.0,58,0.099184483,0.218205863,0.138858276,0.0,0.0,4537,0,1,3500000
5623,Coventry City,midfield-AttackingMidfield,175.0,26.0,40,0.207852194,0.166281755,0.207852194,0.0,0.0,2165,190,3,1200000
5624,Coventry City,Attack-RightWinger,176.0,20.0,11,0.27607362,0.0,0.0,0.0,0.0,652,0,1,100000
5626,Coventry City,Attack Centre-Forward,175.0,29.0,48,0.085388994,0.128083491,0.085388994,0.0,0.0,2108,121,8,600000
5627,Coventry City,Attack Centre-Forward,185.0,31.0,58,0.471204188,0.141361257,0.0,0.0,0.0,3820,0,1,500000
5628,Coventry City,Attack Centre-Forward,179.0,26.0,54,0.238095238,0.0,0.047619048,0.0,0.0,1890,56,0,300000
5629,Coventry City,Attack Centre-Forward,178.0,22.0,18,0.291262136,0.0,0.0,0.0,0.0,309,0,0,300000
5640,Luton Town,midfield-DefensiveMidfield,177.0,29.0,39,0.0,0.0,0.282426778,0.0,0.0,2868,126,2,4000000
5641,Luton Town,midfield-DefensiveMidfield,175.0,29.0,72,0.067252008,0.050439006,0.134504016,0.0,0.0,5353,0,1,1000000
5643,Luton Town,midfield-CentralMidfield,183.0,29.0,72,0.097560976,0.113821138,0.178861789,0.0,0.0,5535,0,1,900000
5644,Luton Town,midfield-CentralMidfield,177.0,30.0,42,0.527859238,0.158357771,0.263929619,0.0,0.0,1705,0,1,400000
5645,Luton Town,midfield-CentralMidfield,183.0,32.0,48,0.033682635,0.033682635,0.471556886,0.0,0.0,2672,111,0,300000
5646,Luton Town,midfield-CentralMidfield,181.2403529,21.0,30,0.0,0.039473684,0.157894737,0.0,0.0,2280,0,0,250000
5647,Luton Town,midfield-CentralMidfield,176.0,22.0,13,0.0,0.247933884,0.0,0.0,0.0,363,0,0,250000
5648,Luton Town,midfield-LeftMidfield,183.0,23.0,61,0.071390799,0.214172396,0.33315706,0.0,0.0,3782,0,0,2200000
5649,Luton Town,midfield-AttackingMidfield,176.0,31.0,35,0.195936139,0.065312046,0.261248186,0.0,0.0,1378,56,2,600000
5650,Luton Town,midfield-AttackingMidfield,185.0,26.0,52,0.111202636,0.259472817,0.222405272,0.0,0.0,2428,0,0,500000
5653,Luton Town,Attack Centre-Forward,184.0,28.0,61,0.182608696,0.052173913,0.130434783,0.0,0.0,3450,85,0,1200000
5654,Luton Town,Attack Centre-Forward,183.0,24.0,40,0.204545455,0.081818182,0.163636364,0.0,0.0,2200,0,1,300000
5655,Luton Town,Attack Centre-Forward,181.2403529,20.0,26,0.163636364,0.0,0.0,0.0,0.0,550,0,0,250000
5656,Luton Town,Attack Centre-Forward,185.0,20.0,15,0.0,0.412844037,0.206422018,0.0,0.0,436,0,1,100000
5668,Swansea City,midfield-CentralMidfield,180.0,27.0,82,0.261501211,0.130750605,0.152542373,0.0,0.0,4130,143,9,3000000
5669,Swansea City,midfield-CentralMidfield,185.0,29.0,62,0.093264249,0.023316062,0.279792746,0.0,0.0,3860,53,2,1200000
5671,Swansea City,midfield-CentralMidfield,171.0,21.0,62,0.220913108,0.198821797,0.110456554,0.0,0.0,4074,0,0,3000000
5672,Swansea City,midfield-CentralMidfield,168.0,25.0,17,0.0,0.125698324,0.251396648,0.0,0.0,716,577,2,300000
5673,Swansea City,midfield-CentralMidfield,180.0,19.0,19,0.0,0.0,0.17578125,0.0,0.0,512,0,0,400000
5674,Swansea City,midfield-AttackingMidfield,176.0,23.0,79,0.123311803,0.211391662,0.229007634,0.0,0.0,5109,0,0,3200000
5675,Swansea City,Attack-RightWinger,183.0,22.0,75,0.376831821,0.167480809,0.104675506,0.020935101,0.0,4299,0,2,1000000
5676,Swansea City,Attack-SecondStriker,175.0,31.0,61,0.207798871,0.253976398,0.115443817,0.0,0.0,3898,14,0,600000
5678,Swansea City,Attack Centre-Forward,178.0,24.0,66,0.288646568,0.115458627,0.08659397,0.0,0.0,3118,82,0,1200000
5690,Burnley FC,midfield-DefensiveMidfield,185.0,33.0,68,0.018995357,0.037990713,0.34191642,0.0,0.0,4738,357,1,1000000
5693,Burnley FC,midfield-CentralMidfield,175.0,26.0,54,0.096325366,0.06421691,0.160542276,0.0,0.0,2803,74,1,1800000
5694,Burnley FC,midfield-AttackingMidfield,174.0,23.0,68,0.407640803,0.248129185,0.070894053,0.0,0.0,5078,133,3,2800000
5695,Burnley FC,Attack-LeftWinger,176.0,22.0,83,0.313781788,0.129204266,0.018457752,0.0,0.0,4876,0,1,12000000
5696,Burnley FC,Attack-LeftWinger,180.0,22.0,39,0.19845645,0.297684675,0.248070562,0.0,0.0,1814,218,3,2200000
5697,Burnley FC,Attack-RightWinger,173.0,23.0,65,0.466551469,0.177733893,0.155517156,0.0,0.0,4051,127,1,18000000
5698,Burnley FC,Attack-RightWinger,166.0,26.0,82,0.410677618,0.266940452,0.102669405,0.0,0.0,4383,121,4,7000000
5700,Burnley FC,Attack Centre-Forward,185.0,22.0,62,0.328724237,0.234803026,0.164362118,0.0,0.0,3833,93,2,9000000
5701,Burnley FC,Attack Centre-Forward,170.0,22.0,67,0.432081333,0.127082745,0.228748941,0.0,0.0,3541,355,1,5000000
5702,Burnley FC,Attack Centre-Forward,183.0,23.0,45,0.273003033,0.045500506,0.136501517,0.0,0.0,1978,17,1,2000000
5718,Watford FC,midfield-DefensiveMidfield,178.0,25.0,49,0.0,0.0,0.348451327,0.0,0.0,3616,0,2,5000000
5719,Watford FC,midfield-DefensiveMidfield,183.0,24.0,54,0.084646132,0.042323066,0.105807665,0.0,0.0,4253,0,0,5000000
5720,Watford FC,midfield-CentralMidfield,178.0,24.0,43,0.149303251,0.119442601,0.388188454,0.0,0.0,3014,152,0,9000000
5721,Watford FC,midfield-CentralMidfield,188.0,20.0,20,0.066864785,0.066864785,0.066864785,0.0,0.0,1346,0,0,10000000
5722,Watford FC,midfield-CentralMidfield,178.0,23.0,45,0.12482663,0.12482663,0.062413315,0.0,0.0,2884,296,1,1500000
5723,Watford FC,midfield-CentralMidfield,180.0,31.0,30,0.049099836,0.0,0.343698854,0.049099836,0.0,1833,174,0,900000
5726,Watford FC,midfield-LeftMidfield,180.0,29.0,62,0.106888361,0.171021378,0.106888361,0.0,0.0,4210,27,1,2500000
5727,Watford FC,midfield-AttackingMidfield,186.0,19.0,39,0.054282268,0.108564536,0.217129071,0.0,0.0,1658,0,0,4500000
5729,Watford FC,Attack-RightWinger,185.0,25.0,61,0.267591675,0.14271556,0.03567889,0.0,0.0,5045,244,2,20000000
5730,Watford FC,Attack-RightWinger,177.0,25.0,25,0.114213198,0.114213198,0.228426396,0.0,0.0,788,114,2,2500000
5731,Watford FC,Attack Centre-Forward,182.0,21.0,64,0.3,0.1,0.16,0.0,0.0,4500,74,0,32000000
5732,Watford FC,Attack Centre-Forward,182.0,21.0,63,0.614418351,0.221190606,0.147460404,0.0,0.0,3662,0,2,4500000
5733,Watford FC,Attack Centre-Forward,189.0,25.0,60,0.330234834,0.132093933,0.264187867,0.0,0.0,4088,221,0,3000000
5734,Watford FC,Attack Centre-Forward,177.0,30.0,65,0.675929403,0.10138941,0.168982351,0.0,0.0,2663,449,1,2000000
5750,Sheffield United,midfield-CentralMidfield,180.0,20.0,77,0.586558045,0.219959267,0.16496945,0.0,0.0,4910,0,4,12000000
5751,Sheffield United,midfield-CentralMidfield,172.0,21.0,65,0.162832773,0.232618248,0.209356423,0.0,0.0,3869,57,6,7000000
5753,Sheffield United,midfield-CentralMidfield,169.0,31.0,68,0.065217391,0.086956522,0.326086957,0.0,0.0,4140,118,7,1000000
5754,Sheffield United,midfield-CentralMidfield,183.0,22.0,27,0.0,0.141287284,0.35321821,0.0,0.0,1274,98,0,1000000
5755,Sheffield United,midfield-LeftMidfield,176.0,28.0,63,0.099944475,0.124930594,0.049972238,0.0,0.0,3602,24,0,1000000
5758,Sheffield United,Attack Centre-Forward,188.0,26.0,71,0.405405405,0.101351351,0.329391892,0.0,0.0,3552,253,0,5000000
5759,Sheffield United,Attack Centre-Forward,190.0,19.0,53,0.407072368,0.037006579,0.185032895,0.037006579,0.0,2432,0,0,1000000
5760,Sheffield United,Attack Centre-Forward,175.0,37.0,87,0.352327099,0.156589822,0.156589822,0.0,0.0,4598,0,7,300000
5761,Sheffield United,Attack Centre-Forward,186.0,19.0,28,0.543478261,0.108695652,0.108695652,0.108695652,0.0,828,0,0,250000
5776,Blackburn Rovers,midfield-DefensiveMidfield,181.2403529,20.0,39,0.0,0.155494126,0.217691776,0.06219765,0.0,2894,0,0,450000
5778,Blackburn Rovers,midfield-CentralMidfield,182.0,18.0,56,0.112331503,0.157264104,0.067398902,0.0,0.0,4006,0,0,3500000
