,team,position,height,age,appearance,goals,assists,yellow cards,red cards,goals conceded,minutes played,days_injured,award,current_value
527,Chelsea FC,Attack-LeftWinger,170.0,28.0,85,0.414232608,0.207116304,0.111524164,0.0,0.0,5649,284,13,60000000
528,Chelsea FC,Attack-RightWinger,177.0,24.0,68,0.251630941,0.195712954,0.08387698,0.0,0.0,3219,449,9,32000000
529,Chelsea FC,Attack-RightWinger,182.0,21.0,56,0.362294532,0.181147266,0.060382422,0.0,0.0,2981,276,2,28000000
530,Chelsea FC,Attack-RightWinger,181.0,30.0,68,0.21071115,0.237050044,0.184372256,0.0,0.0,3417,193,9,18000000
531,Chelsea FC,Attack-SecondStriker,181.0,23.0,75,0.413943355,0.196078431,0.196078431,0.021786492,0.0,4131,345,3,50000000
533,Chelsea FC,Attack Centre-Forward,181.0,20.0,18,0.420560748,0.08411215,0.08411215,0.0,0.0,1070,0,2,10000000
534,Chelsea FC,Attack Centre-Forward,186.0,33.0,60,0.575319622,0.100055586,0.100055586,0.0,0.0,3598,145,10,7000000
550,Borussia Mönchengladbach,midfield-CentralMidfield,185.0,22.0,60,0.07078254,0.03539127,0.389303972,0.0,0.0,5086,160,0,30000000
551,Borussia Mönchengladbach,midfield-CentralMidfield,185.0,26.0,56,0.141287284,0.094191523,0.094191523,0.0,0.0,3822,314,1,15000000
552,Borussia Mönchengladbach,midfield-CentralMidfield,180.0,19.0,57,0.276988636,0.362215909,0.319602273,0.0,0.0,4224,3,2,2000000
554,Borussia Mönchengladbach,midfield-AttackingMidfield,181.0,22.0,39,0.224919672,0.064262763,0.128525527,0.0,0.0,2801,7,0,700000
555,Borussia Mönchengladbach,Attack-LeftWinger,181.0,30.0,67,0.262965668,0.46018992,0.197224251,0.0,0.0,4107,415,0,10000000
556,Borussia Mönchengladbach,Attack-LeftWinger,179.0,24.0,45,0.113350126,0.151133501,0.264483627,0.0,0.0,2382,370,8,4000000
557,Borussia Mönchengladbach,Attack-LeftWinger,175.0,19.0,39,0.274390244,0.308689024,0.068597561,0.0,0.0,2624,146,0,1500000
558,Borussia Mönchengladbach,Attack-RightWinger,176.0,30.0,61,0.471014493,0.326086957,0.054347826,0.0,0.0,4968,438,4,13000000
559,Borussia Mönchengladbach,Attack-RightWinger,183.0,23.0,59,0.233362143,0.103716508,0.025929127,0.0,0.0,3471,0,0,5000000
560,Borussia Mönchengladbach,Attack-RightWinger,179.0,32.0,49,0.086206897,0.517241379,0.25862069,0.0,0.0,1044,380,0,2000000
573,VfL Wolfsburg,midfield-DefensiveMidfield,188.0,23.0,46,0.028116214,0.112464855,0.056232427,0.0,0.0,3201,83,4,4000000
574,VfL Wolfsburg,midfield-DefensiveMidfield,188.0,32.0,62,0.044620724,0.022310362,0.312345067,0.0,0.0,4034,442,4,3000000
576,VfL Wolfsburg,midfield-CentralMidfield,185.0,24.0,72,0.154905336,0.174268503,0.232358003,0.0,0.0,4648,63,2,15000000
577,VfL Wolfsburg,midfield-CentralMidfield,184.0,29.0,64,0.165964173,0.260800843,0.118545838,0.0,0.0,3796,320,4,7000000
578,VfL Wolfsburg,midfield-LeftMidfield,170.0,20.0,26,0.167286245,0.501858736,0.334572491,0.0,0.0,538,139,0,5000000
579,VfL Wolfsburg,midfield-AttackingMidfield,190.0,22.0,50,0.121239335,0.282891783,0.242478671,0.0,0.0,2227,132,3,8000000
580,VfL Wolfsburg,Attack-LeftWinger,179.0,20.0,69,0.251346499,0.197486535,0.035906643,0.0,0.0,5013,6,3,10000000
581,VfL Wolfsburg,Attack-RightWinger,182.0,21.0,61,0.156133829,0.401486989,0.334572491,0.0,0.0,4035,126,0,12000000
582,VfL Wolfsburg,Attack-SecondStriker,181.0,27.0,39,0.446650124,0.111662531,0.167493797,0.0,0.0,1612,275,2,3000000
583,VfL Wolfsburg,Attack Centre-Forward,185.0,24.0,49,0.414746544,0.088874259,0.325872284,0.0,0.0,3038,261,6,14000000
584,VfL Wolfsburg,Attack Centre-Forward,190.0,24.0,68,0.422805894,0.134529148,0.096092249,0.0,0.0,4683,412,2,14000000
585,VfL Wolfsburg,Attack Centre-Forward,183.0,24.0,59,0.248085758,0.165390505,0.165390505,0.0,0.0,3265,43,1,6000000
586,VfL Wolfsburg,Attack Centre-Forward,188.0,18.0,36,0.534124629,0.166913947,0.0,0.0,0.0,2696,0,1,1000000
601,TSG 1899 Hoffenheim,midfield-DefensiveMidfield,183.0,22.0,52,0.128801431,0.128801431,0.096601073,0.0,0.0,2795,140,1,6000000
602,TSG 1899 Hoffenheim,midfield-DefensiveMidfield,180.0,33.0,47,0.151600225,0.151600225,0.454800674,0.0,0.0,1781,127,4,1500000
603,TSG 1899 Hoffenheim,midfield-CentralMidfield,173.0,24.0,50,0.075271815,0.15054363,0.401449679,0.0,0.0,3587,376,0,9000000
604,TSG 1899 Hoffenheim,midfield-CentralMidfield,184.0,28.0,60,0.187539071,0.056261721,0.187539071,0.0,0.0,4799,566,1,7500000
605,TSG 1899 Hoffenheim,midfield-CentralMidfield,182.0,31.0,56,0.061728395,0.030864198,0.216049383,0.0,0.0,2916,331,11,3000000
606,TSG 1899 Hoffenheim,midfield-CentralMidfield,177.0,22.0,46,0.112546895,0.187578158,0.075031263,0.0,0.0,2399,92,0,1000000
607,TSG 1899 Hoffenheim,midfield-CentralMidfield,175.0,18.0,55,0.538793103,0.387931034,0.237068966,0.0,0.0,4176,2,0,1000000
608,TSG 1899 Hoffenheim,midfield-RightMidfield,185.0,27.0,39,0.183861083,0.367722165,0.091930541,0.0,0.0,1958,269,2,9000000
609,TSG 1899 Hoffenheim,midfield-AttackingMidfield,180.0,23.0,67,0.256462447,0.164868716,0.2381437,0.0,0.0,4913,142,2,20000000
610,TSG 1899 Hoffenheim,midfield-AttackingMidfield,176.0,17.0,40,0.464654488,0.464654488,0.142970612,0.0,0.0,2518,14,0,3500000
611,TSG 1899 Hoffenheim,midfield-AttackingMidfield,185.0,19.0,41,0.374220374,0.498960499,0.187110187,0.0,0.0,2886,92,0,1000000
612,TSG 1899 Hoffenheim,Attack-LeftWinger,183.0,24.0,43,0.382978723,0.127659574,0.063829787,0.0,0.0,1410,568,6,4000000
613,TSG 1899 Hoffenheim,Attack Centre-Forward,187.0,25.0,52,0.338345865,0.112781955,0.0,0.0,0.0,2394,331,5,9000000
614,TSG 1899 Hoffenheim,Attack Centre-Forward,177.0,31.0,69,0.328947368,0.230263158,0.082236842,0.0,0.0,5472,253,9,9000000
616,TSG 1899 Hoffenheim,Attack Centre-Forward,182.0,31.0,54,0.448619632,0.27607362,0.27607362,0.034509202,0.0,2608,235,13,4000000
617,TSG 1899 Hoffenheim,Attack Centre-Forward,188.0,20.0,38,0.589005236,0.314136126,0.117801047,0.0,0.0,2292,275,0,800000
631,1.FC Union Berlin,midfield-CentralMidfield,188.0,27.0,72,0.102786661,0.041114664,0.308359982,0.0,0.0,4378,113,2,7000000
632,1.FC Union Berlin,midfield-CentralMidfield,186.0,29.0,75,0.17769003,0.044422507,0.111056269,0.0,0.0,4052,258,2,7000000
633,1.FC Union Berlin,midfield-CentralMidfield,178.0,24.0,52,0.111662531,0.139578164,0.251240695,0.027915633,0.0,3224,246,1,5000000
634,1.FC Union Berlin,midfield-CentralMidfield,181.0,26.0,84,0.121848028,0.182772043,0.335082078,0.0,0.0,5909,21,5,4000000
635,1.FC Union Berlin,midfield-CentralMidfield,185.0,28.0,51,0.028753994,0.172523962,0.402555911,0.0,0.0,3130,186,4,3000000
636,1.FC Union Berlin,midfield-CentralMidfield,184.0,27.0,26,0.0,0.20431328,0.10215664,0.0,0.0,881,190,3,1500000
638,1.FC Union Berlin,midfield-AttackingMidfield,186.0,26.0,46,0.396475771,0.13215859,0.176211454,0.0,0.0,2043,235,4,1800000
639,1.FC Union Berlin,Attack-RightWinger,186.0,22.0,17,0.0,0.138248848,0.0,0.0,0.0,651,175,0,350000
641,1.FC Union Berlin,Attack-SecondStriker,184.0,22.0,59,0.229494263,0.152996175,0.152996175,0.0,0.0,2353,83,0,3500000
643,1.FC Union Berlin,Attack Centre-Forward,185.0,32.0,80,0.496209511,0.217091661,0.27911785,0.0,0.0,2902,133,4,1500000
644,1.FC Union Berlin,Attack Centre-Forward,177.0,32.0,64,0.750521195,0.312717165,0.375260598,0.031271716,0.0,2878,391,4,1200000
658,FC Augsburg,midfield-DefensiveMidfield,178.0,25.0,43,0.030917211,0.030917211,0.278254895,0.0,0.0,2911,460,5,8000000
659,FC Augsburg,midfield-DefensiveMidfield,190.0,19.0,53,0.088866946,0.0,0.422117996,0.0,0.0,4051,0,0,1000000
661,FC Augsburg,midfield-DefensiveMidfield,184.0,35.0,24,0.0,0.0,0.27607362,0.0,0.0,652,471,1,600000
662,FC Augsburg,midfield-CentralMidfield,186.0,24.0,62,0.154829196,0.19906611,0.06635537,0.0,0.0,4069,252,3,5500000
663,FC Augsburg,midfield-CentralMidfield,182.0,25.0,69,0.0,0.047694754,0.174880763,0.0,0.0,5661,26,1,3500000
664,FC Augsburg,midfield-CentralMidfield,185.0,19.0,45,0.132586918,0.371243371,0.371243371,0.0,0.0,3394,0,0,3500000
665,FC Augsburg,midfield-AttackingMidfield,183.0,25.0,37,0.280548628,0.336658354,0.056109726,0.0,0.0,1604,540,0,2500000
666,FC Augsburg,midfield-AttackingMidfield,183.0,17.0,46,0.268875611,0.293318848,0.073329712,0.0,0.0,3682,0,0,0
667,FC Augsburg,Attack-LeftWinger,179.0,24.0,54,0.13799448,0.248390064,0.220791168,0.0,0.0,3261,282,0,6000000
668,FC Augsburg,Attack-LeftWinger,170.0,21.0,43,0.100446429,0.050223214,0.100446429,0.0,0.0,1792,6,0,4000000
671,FC Augsburg,Attack-RightWinger,182.0,35.0,44,0.183299389,0.109979633,0.183299389,0.0,0.0,2455,243,3,600000
672,FC Augsburg,Attack Centre-Forward,185.0,25.0,69,0.272652162,0.247865602,0.297438722,0.02478656,0.0,3631,0,0,12000000
673,FC Augsburg,Attack Centre-Forward,188.0,25.0,58,0.500154369,0.194504477,0.277863538,0.0,0.0,3239,279,11,12000000
675,FC Augsburg,Attack Centre-Forward,185.0,23.0,72,0.382876894,0.311087477,0.215368253,0.0,0.0,3761,46,1,3500000
676,FC Augsburg,Attack Centre-Forward,185.0,25.0,57,0.238938053,0.119469027,0.159292035,0.0,0.0,2260,274,1,2500000
691,VfB Stuttgart,midfield-CentralMidfield,174.0,20.0,37,0.262008734,0.19650655,0.3930131,0.0,0.0,1374,118,0,2500000
692,VfB Stuttgart,midfield-CentralMidfield,185.0,23.0,22,0.0,0.0,0.166666667,0.0,0.0,1080,362,2,1800000
693,VfB Stuttgart,midfield-AttackingMidfield,178.0,32.0,74,0.042990208,0.171960831,0.085980416,0.0,0.0,4187,122,1,2000000
694,VfB Stuttgart,midfield-AttackingMidfield,182.0,20.0,37,0.062154696,0.248618785,0.372928177,0.0,0.0,1448,396,1,1500000
696,VfB Stuttgart,midfield-AttackingMidfield,180.0,18.0,43,0.37368253,0.25870329,0.05748962,0.0,0.0,3131,60,1,500000
697,VfB Stuttgart,Attack-RightWinger,189.0,24.0,43,0.249603803,0.071315372,0.142630745,0.0,0.0,2524,456,0,10000000
698,VfB Stuttgart,Attack-RightWinger,181.0,25.0,66,0.171591992,0.128693994,0.128693994,0.0,0.0,4196,149,2,4000000
699,VfB Stuttgart,Attack-RightWinger,178.0,22.0,38,0.235140431,0.117570216,0.646636185,0.0,0.0,1531,229,0,2000000
700,VfB Stuttgart,Attack-RightWinger,186.0,26.0,28,0.217041801,0.144694534,0.072347267,0.0,0.0,1244,85,0,2000000
701,VfB Stuttgart,Attack Centre-Forward,187.0,27.0,77,0.649819495,0.124965287,0.149958345,0.0,0.0,3601,483,1,10000000
702,VfB Stuttgart,Attack Centre-Forward,180.0,20.0,71,0.301186492,0.109522361,0.246425312,0.0,0.0,3287,88,4,7000000
703,VfB Stuttgart,Attack Centre-Forward,180.0,23.0,52,0.288377512,0.10486455,0.183512962,0.0,0.0,3433,21,1,2400000
705,VfB Stuttgart,Attack Centre-Forward,186.0,20.0,52,0.881153114,0.220288278,0.048952951,0.0,0.0,3677,43,2,700000
706,VfB Stuttgart,Attack Centre-Forward,181.0,21.0,34,0.315157579,0.0,0.270135068,0.045022511,0.0,1999,0,0,300000
720,1.FSV Mainz 05,midfield-CentralMidfield,174.0,23.0,68,0.105361742,0.147506439,0.189651136,0.0,0.0,4271,54,0,10000000
721,1.FSV Mainz 05,midfield-CentralMidfield,183.0,29.0,57,0.082853855,0.062140391,0.393555811,0.0,0.0,4345,140,1,4000000
722,1.FSV Mainz 05,midfield-CentralMidfield,190.0,27.0,56,0.046777547,0.14033264,0.163721414,0.0,0.0,3848,487,1,3000000
723,1.FSV Mainz 05,midfield-CentralMidfield,189.0,25.0,34,0.08797654,0.08797654,0.175953079,0.0,0.0,1023,282,3,1500000
724,1.FSV Mainz 05,midfield-CentralMidfield,180.0,20.0,51,0.087463557,0.087463557,0.262390671,0.0,0.0,4116,0,0,200000
725,1.FSV Mainz 05,midfield-AttackingMidfield,180.0,30.0,66,0.272052762,0.173124485,0.148392415,0.0,0.0,3639,137,8,4000000
726,1.FSV Mainz 05,Attack-LeftWinger,186.0,24.0,36,0.453972257,0.056746532,0.340479193,0.0,0.0,1586,161,0,2000000
727,1.FSV Mainz 05,Attack-RightWinger,178.0,18.0,36,0.599294947,0.246768508,0.282021152,0.0,0.0,2553,28,1,500000
728,1.FSV Mainz 05,Attack Centre-Forward,183.0,22.0,49,0.390738061,0.156295224,0.052098408,0.0,0.0,3455,518,1,12000000
730,1.FSV Mainz 05,Attack Centre-Forward,187.0,27.0,63,0.73993942,0.0,0.15577672,0.0,0.0,2311,315,2,4500000
731,1.FSV Mainz 05,Attack Centre-Forward,188.0,31.0,67,0.290985165,0.256751617,0.068467098,0.0,0.0,5258,291,3,3500000
733,1.FSV Mainz 05,Attack Centre-Forward,185.0,22.0,39,0.277242973,0.207932229,0.207932229,0.0,0.0,2597,208,1,1000000
747,1.FC Köln,midfield-DefensiveMidfield,185.0,28.0,63,0.216186253,0.033259424,0.166297118,0.0,0.0,5412,90,1,13000000
748,1.FC Köln,midfield-DefensiveMidfield,187.0,25.0,65,0.228795933,0.062398891,0.166397042,0.0,0.0,4327,279,0,10000000
749,1.FC Köln,midfield-DefensiveMidfield,188.0,21.0,69,0.065229208,0.065229208,0.293531437,0.0,0.0,5519,3,0,6500000
750,1.FC Köln,midfield-DefensiveMidfield,177.0,22.0,33,0.037328909,0.037328909,0.0,0.0,0.0,2411,257,0,200000
751,1.FC Köln,midfield-CentralMidfield,184.0,21.0,68,0.263276328,0.101260126,0.202520252,0.0,0.0,4444,20,1,5000000
752,1.FC Köln,midfield-CentralMidfield,188.0,22.0,47,0.121498481,0.0,0.121498481,0.0,0.0,2963,63,0,1200000
753,1.FC Köln,midfield-RightMidfield,183.0,29.0,55,0.090045023,0.225112556,0.36018009,0.0,0.0,1999,112,2,1000000
754,1.FC Köln,midfield-AttackingMidfield,182.0,21.0,53,0.339531124,0.242522231,0.048504446,0.0,0.0,3711,80,1,200000
755,1.FC Köln,Attack-LeftWinger,176.0,30.0,74,0.167504188,0.318257956,0.100502513,0.0,0.0,5373,351,2,4000000
756,1.FC Köln,Attack-RightWinger,178.0,21.0,61,0.17496112,0.279937792,0.384914463,0.0,0.0,2572,234,1,7500000
757,1.FC Köln,Attack-RightWinger,180.0,23.0,72,0.181818182,0.242424242,0.101010101,0.0,0.0,4455,383,0,4500000
758,1.FC Köln,Attack-RightWinger,178.0,25.0,43,0.257326662,0.128663331,0.064331665,0.0,0.0,2798,238,3,2000000
759,1.FC Köln,Attack-SecondStriker,174.0,18.0,34,0.840764331,0.191082803,0.152866242,0.0,0.0,2355,0,1,500000
761,1.FC Köln,Attack Centre-Forward,185.0,31.0,38,0.217391304,0.326086957,0.253623188,0.0,0.0,2484,557,1,3000000
762,1.FC Köln,Attack Centre-Forward,184.0,30.0,62,0.361445783,0.200803213,0.200803213,0.0,0.0,2241,268,3,2000000
763,1.FC Köln,Attack Centre-Forward,189.0,21.0,43,0.473684211,0.118421053,0.118421053,0.0,0.0,1520,100,0,2000000
765,1.FC Köln,Attack Centre-Forward,190.0,31.0,30,0.18024032,0.060080107,0.18024032,0.0,0.0,1498,516,0,1000000
767,1.FC Köln,Attack Centre-Forward,184.0,20.0,52,0.48661174,0.092687951,0.092687951,0.0,0.0,3884,52,1,200000
781,Hertha BSC,midfield-DefensiveMidfield,185.0,26.0,69,0.134554289,0.067277144,0.100915717,0.0,0.0,5351,15,1,11000000
782,Hertha BSC,midfield-DefensiveMidfield,185.0,26.0,63,0.061983471,0.041322314,0.268595041,0.0,0.0,4356,0,3,4000000
783,Hertha BSC,midfield-DefensiveMidfield,185.0,31.0,60,0.057544757,0.095907928,0.268542199,0.0,0.0,4692,591,3,1500000
784,Hertha BSC,midfield-CentralMidfield,184.0,26.0,68,0.153256705,0.076628352,0.287356322,0.0,0.0,4698,348,1,6500000
785,Hertha BSC,midfield-AttackingMidfield,178.0,29.0,57,0.058651026,0.117302053,0.175953079,0.0,0.0,3069,387,8,2000000
786,Hertha BSC,midfield-AttackingMidfield,186.0,36.0,38,0.0,0.0,0.846599132,0.0,0.0,1382,147,7,700000
787,Hertha BSC,Attack-LeftWinger,176.0,25.0,53,0.161348153,0.258157046,0.064539261,0.0,0.0,2789,100,0,7500000
788,Hertha BSC,Attack-RightWinger,187.0,25.0,62,0.321182768,0.18353301,0.252357889,0.0,0.0,3923,70,0,12000000
789,Hertha BSC,Attack-RightWinger,176.0,25.0,62,0.295809367,0.172555464,0.345110929,0.0,0.0,3651,105,1,6000000
791,Hertha BSC,Attack Centre-Forward,184.0,22.0,25,0.430965682,0.215482841,0.359138069,0.0,0.0,1253,420,2,3500000
792,Hertha BSC,Attack Centre-Forward,189.0,25.0,68,0.533295711,0.152370203,0.152370203,0.0,0.0,3544,160,0,3000000
793,Hertha BSC,Attack Centre-Forward,187.0,32.0,59,0.354098361,0.236065574,0.118032787,0.0,0.0,3050,459,5,2200000
795,Hertha BSC,Attack Centre-Forward,185.0,20.0,56,0.605815832,0.242326333,0.048465267,0.0,0.0,3714,48,0,700000
796,Hertha BSC,Attack Centre-Forward,180.0,17.0,44,0.528132551,0.372799448,0.186399724,0.0,0.0,2897,0,0,250000
813,FC Schalke 04,midfield-DefensiveMidfield,186.0,25.0,44,0.0,0.059191056,0.088786583,0.0,0.0,3041,71,3,5500000
814,FC Schalke 04,midfield-DefensiveMidfield,180.0,30.0,57,0.092181632,0.030727211,0.46090816,0.0,0.0,2929,280,11,3000000
815,FC Schalke 04,midfield-DefensiveMidfield,183.0,22.0,21,0.080935252,0.0,0.242805755,0.080935252,0.0,1112,63,0,1500000
816,FC Schalke 04,midfield-CentralMidfield,182.0,21.0,66,0.092478422,0.073982737,0.221948212,0.0,0.0,4866,7,0,6000000
817,FC Schalke 04,midfield-CentralMidfield,179.0,33.0,37,0.108695652,0.054347826,0.380434783,0.0,0.0,1656,456,3,600000
818,FC Schalke 04,midfield-CentralMidfield,182.0,23.0,17,0.0,0.0,0.555555556,0.0,0.0,486,185,1,400000
819,FC Schalke 04,midfield-RightMidfield,180.0,22.0,30,0.622529644,0.400197628,0.266798419,0.0,0.0,2024,0,0,600000
820,FC Schalke 04,midfield-LeftMidfield,183.0,27.0,54,0.199888951,0.349805664,0.074958356,0.0,0.0,3602,324,0,1800000
821,FC Schalke 04,midfield-AttackingMidfield,178.0,23.0,55,0.222588623,0.3215169,0.222588623,0.0,0.0,3639,124,1,3500000
822,FC Schalke 04,midfield-AttackingMidfield,183.0,33.0,53,0.275735294,0.275735294,0.220588235,0.027573529,0.0,3264,279,4,900000
823,FC Schalke 04,Attack-LeftWinger,188.0,30.0,69,0.391156463,0.238095238,0.119047619,0.0,0.0,5292,38,2,2500000
824,FC Schalke 04,Attack-RightWinger,181.0,26.0,34,0.292682927,0.048780488,0.243902439,0.0,0.0,1845,252,0,1000000
825,FC Schalke 04,Attack Centre-Forward,188.0,28.0,84,0.570824524,0.12108399,0.155679416,0.0,0.0,5203,531,3,3000000
827,FC Schalke 04,Attack Centre-Forward,189.0,29.0,57,0.101275319,0.135033758,0.101275319,0.0,0.0,2666,231,2,1400000
847,VfL Bochum,midfield-CentralMidfield,180.0,27.0,52,0.04145555,0.04145555,0.165822202,0.0,0.0,2171,95,1,2000000
849,VfL Bochum,midfield-AttackingMidfield,188.0,28.0,50,0.203696718,0.33949453,0.305545077,0.0,0.0,2651,170,1,2500000
850,VfL Bochum,Attack-LeftWinger,185.0,28.0,59,0.164583968,0.246875952,0.0,0.0,0.0,3281,283,1,3500000
851,VfL Bochum,Attack-LeftWinger,174.0,29.0,59,0.105201636,0.315604909,0.157802455,0.0,0.0,3422,15,1,1800000
852,VfL Bochum,Attack-RightWinger,173.0,28.0,58,0.170316302,0.145985401,0.0486618,0.0,0.0,3699,225,5,4000000
854,VfL Bochum,Attack Centre-Forward,179.0,31.0,39,0.320998663,0.240748997,0.320998663,0.0,0.0,2243,528,4,1100000
856,VfL Bochum,Attack Centre-Forward,190.0,22.0,37,0.402144772,0.080428954,0.080428954,0.0,0.0,1119,428,3,500000
871,SV Werder Bremen,midfield-DefensiveMidfield,185.0,23.0,58,0.031152648,0.0,0.186915888,0.0,0.0,2889,24,0,3000000
872,SV Werder Bremen,midfield-DefensiveMidfield,182.0,34.0,54,0.022244192,0.066732575,0.222441918,0.0,0.0,4046,461,2,500000
874,SV Werder Bremen,midfield-CentralMidfield,187.0,26.0,70,0.232208127,0.096753386,0.232208127,0.0,0.0,4651,196,1,3500000
876,SV Werder Bremen,midfield-AttackingMidfield,168.0,23.0,63,0.10845987,0.21691974,0.238611714,0.0,0.0,4149,67,2,4500000
877,SV Werder Bremen,midfield-AttackingMidfield,171.0,29.0,49,0.162699608,0.18981621,0.488098825,0.0,0.0,3319,319,0,3500000
878,SV Werder Bremen,midfield-AttackingMidfield,184.0,25.0,51,0.180360721,0.216432866,0.216432866,0.0,0.0,2495,124,2,2500000
879,SV Werder Bremen,Attack-SecondStriker,183.0,29.0,43,0.107462687,0.214925373,0.214925373,0.0,0.0,1675,280,3,2000000
881,SV Werder Bremen,Attack Centre-Forward,188.0,29.0,69,0.528346193,0.286816505,0.120764844,0.0,0.0,5962,0,4,6500000
882,SV Werder Bremen,Attack Centre-Forward,188.0,21.0,42,0.158730159,0.158730159,0.079365079,0.0,0.0,1134,115,1,700000
898,Eintracht Frankfurt,midfield-DefensiveMidfield,181.0,26.0,86,0.06022081,0.045165607,0.270993643,0.0,0.0,5978,268,4,9000000
900,Eintracht Frankfurt,midfield-CentralMidfield,179.0,32.0,67,0.135664757,0.054265903,0.271329515,0.0,0.0,3317,172,7,2500000
901,Eintracht Frankfurt,midfield-CentralMidfield,188.0,19.0,55,0.364900087,0.260642919,0.104257168,0.0,0.0,3453,76,0,800000
902,Eintracht Frankfurt,midfield-CentralMidfield,172.0,19.0,60,0.270967742,0.483870968,0.290322581,0.0,0.0,4650,10,0,300000
903,Eintracht Frankfurt,midfield-RightMidfield,184.0,22.0,43,0.138532581,0.092355054,0.323242689,0.0,0.0,1949,74,2,7500000
905,Eintracht Frankfurt,midfield-AttackingMidfield,182.0,23.0,77,0.251346499,0.233393178,0.035906643,0.0,0.0,5013,89,2,28000000
908,Eintracht Frankfurt,Attack-LeftWinger,186.0,21.0,55,0.162235241,0.365029292,0.162235241,0.0,0.0,2219,9,0,2500000
909,Eintracht Frankfurt,Attack-RightWinger,180.0,21.0,69,0.115355037,0.115355037,0.184568059,0.0,0.0,3901,56,3,10000000
911,Eintracht Frankfurt,Attack Centre-Forward,174.0,27.0,92,0.256264237,0.20501139,0.187927107,0.0,0.0,5268,35,10,12000000
912,Eintracht Frankfurt,Attack Centre-Forward,185.0,30.0,59,0.576512456,0.0,0.256227758,0.0,0.0,1405,179,5,4000000
926,SC Freiburg,midfield-DefensiveMidfield,186.0,23.0,45,0.0,0.156976744,0.36627907,0.0,0.0,1720,255,2,4000000
930,SC Freiburg,midfield-CentralMidfield,181.0,19.0,56,0.099889012,0.07991121,0.299667037,0.0,0.0,4505,7,0,1400000
931,SC Freiburg,midfield-AttackingMidfield,179.0,27.0,51,0.386992744,0.290244558,0.217683418,0.0,0.0,3721,494,1,8000000
933,SC Freiburg,Attack-LeftWinger,181.0,21.0,52,0.1453958,0.193861066,0.048465267,0.0,0.0,1857,80,1,2500000
934,SC Freiburg,Attack-RightWinger,172.0,24.0,84,0.292841649,0.162689805,0.081344902,0.0,0.0,5532,50,1,15000000
935,SC Freiburg,Attack-RightWinger,183.0,26.0,63,0.197430273,0.366656221,0.282043247,0.0,0.0,3191,325,1,10000000
936,SC Freiburg,Attack-SecondStriker,179.0,23.0,71,0.201471059,0.143907899,0.086344739,0.0,0.0,3127,155,5,4000000
938,SC Freiburg,Attack Centre-Forward,184.0,28.0,73,0.232419547,0.196662694,0.089392133,0.0,0.0,5034,111,0,5000000
